date,open,high,low,close,volume,log_price,log_ret,ret_5d,ret_20d,vol_20d,mom_10d,sma10,sma20,sma50,SP500,SP500_log_price,SP500_lret,SP500_ret_5d,SP500_ret_20d,SP500_vol_20d,SP500_mom_10d,SP500_sma10,SP500_sma20,SP500_sma50,GOLD,GOLD_log_price,GOLD_lret,GOLD_ret_5d,GOLD_ret_20d,GOLD_vol_20d,GOLD_mom_10d,GOLD_sma10,GOLD_sma20,GOLD_sma50,DXY,DXY_log_price,DXY_lret,DXY_ret_5d,DXY_ret_20d,DXY_vol_20d,DXY_mom_10d,DXY_sma10,DXY_sma20,DXY_sma50,ret_1d_arith,y_price_next,y_log_price_next,y_ret_1d_next,y_log_ret_1d_next
2017-03-15,28.58,35.32,28.31,35.18,1312919.91,3.560477739309412,0.20777056680769057,0.6092199558572506,0.985578050994707,0.07806750015038208,0.6045263357672654,3.102995346966511,2.953542174433245,2.648114813871588,2385.260009765625,7.777063416149981,0.008339879124686256,0.009384611081589611,0.02019189755254125,0.004541055764899562,-0.004475832151699777,7.772047105031272,7.769993390842451,7.74827685087228,1200.0999755859375,7.090160145294039,-0.0014987919775935055,-0.006975054849498896,-0.019637635042013102,0.006042211862881619,-0.03985831712345256,7.099405066653479,7.112924938434316,7.101193625428618,100.73999786376952,4.612542919112119,-0.00948435393494318,-0.013115930313420066,-0.005049786874529616,0.004333058325965114,-0.010270690055021348,4.621212860724545,4.618876517437101,4.615788672436394,0.23093072078376498,45.51,3.8179320820285505,0.2936327458783399,0.2574543427191385
2017-03-16,35.18,46.55,34.76,45.51,2726645.09,3.8179320820285505,0.2574543427191385,0.7522074366545244,1.244556784252942,0.08979470653192062,0.8347785906814198,3.186473206034653,3.015770013645892,2.677522286339423,2381.3798828125,7.775435381350798,-0.0016280347991832755,0.006957000669640223,0.013583974087623574,0.0044769185047237444,-0.0002267499787782512,7.772024430033393,7.770672589546832,7.74934236872706,1226.5,7.111919863698544,0.02175971840450508,0.019845004955336698,-0.004230704606022151,0.007763519556647289,-0.004393128087602172,7.098965753844719,7.1127134032040145,7.1023016212368555,100.2699966430664,4.607866514056891,-0.004676405055228372,-0.01563461363429486,-0.00903459782306637,0.004444492606070739,-0.019065133852069316,4.619306347339338,4.618424787545947,4.615210687943386,0.2936327458783399,44.48,3.7950396499423267,-0.022632388486047095,-0.022892432086223824
2017-03-17,45.51,54.88,34.55,44.48,2813509.21,3.7950396499423267,-0.022892432086223824,0.6461571968946611,1.1916094979702194,0.09155639216145771,0.8553487672719604,3.272008082761849,3.0753504885444025,2.706149475491192,2378.25,7.774120202086566,-0.0013151792642318583,0.002378481699549795,0.01313328642494227,0.004486222150056047,-0.0020456796115446707,7.771819862072239,7.771329253868079,7.750267463721147,1229.800048828125,7.1146068732234875,0.0026870095249433845,0.02394691485319811,-0.008259785375595463,0.007625339936912958,0.0035026702553198064,7.09931602087025,7.112300413935235,7.103404842017759,100.3000030517578,4.608165725394189,0.00029921133729793326,-0.009426980592460055,-0.0013948332023066001,0.004139072492136577,-0.012287093141480021,4.61807763802519,4.618355045885833,4.614737760706884,-0.022632388486047095,34.0,3.5263605246161616,-0.23561151079136688,-0.2686791253261651
2017-03-18,44.48,45.24,30.63,34.0,2112492.29,3.5263605246161616,-0.2686791253261651,0.17821236404382157,0.8460241620814672,0.11714849074013214,0.7205788350206164,3.3440659662639107,3.117651696648476,2.729706405485867,2378.25,7.774120202086566,-0.0013151792642318583,0.002378481699549795,0.01313328642494227,0.004486222150056047,-0.0020456796115446707,7.771819862072239,7.771329253868079,7.750267463721147,1229.800048828125,7.1146068732234875,0.0026870095249433845,0.02394691485319811,-0.008259785375595463,0.007625339936912958,0.0035026702553198064,7.09931602087025,7.112300413935235,7.103404842017759,100.3000030517578,4.608165725394189,0.00029921133729793326,-0.009426980592460055,-0.0013948332023066001,0.004139072492136577,-0.012287093141480021,4.61807763802519,4.618355045885833,4.614737760706884,-0.23561151079136688,43.12,3.7639869266007415,0.2682352941176469,0.23762640198457996
2017-03-19,34.0,45.55,33.4,43.12,1656354.27,3.7639869266007415,0.23762640198457996,0.41127975409902007,1.0199262879754984,0.12501210358750886,0.8898574748059991,3.4330517137445105,3.168648011047251,2.7578636268194403,2378.25,7.774120202086566,-0.0013151792642318583,0.002378481699549795,0.01313328642494227,0.004486222150056047,-0.0020456796115446707,7.771819862072239,7.771329253868079,7.750267463721147,1229.800048828125,7.1146068732234875,0.0026870095249433845,0.02394691485319811,-0.008259785375595463,0.007625339936912958,0.0035026702553198064,7.09931602087025,7.112300413935235,7.103404842017759,100.3000030517578,4.608165725394189,0.00029921133729793326,-0.009426980592460055,-0.0013948332023066001,0.004139072492136577,-0.012287093141480021,4.61807763802519,4.618355045885833,4.614737760706884,0.2682352941176469,42.51,3.749739342370699,-0.014146567717996272,-0.014247584230042687
2017-03-20,43.12,45.51,40.93,42.51,832582.16,3.749739342370699,-0.014247584230042687,0.1892616030612868,0.9727851626212778,0.1258132359464824,0.7984815589185374,3.5128998696363647,3.217287269178315,2.7859455220177636,2373.469970703125,7.772108286006186,-0.002011916080379983,0.0,0.009444221017324672,0.00451778395808591,-0.0007749729283590412,7.771742364779404,7.771801464918946,7.751167739745673,1233.5999755859375,7.117691983018158,0.003085109794670693,0.025617124274950775,-0.0032372965137570375,0.007655139439749074,0.007404106625935825,7.1000564315328445,7.112138549109547,7.104298373548971,100.41000366210938,4.609261840362905,0.0010961149687158667,-0.009613965589347018,-0.005363474165552162,0.003971710167310684,-0.012175312084025336,4.616860106816787,4.618086872177555,4.614517881707354,-0.014146567717996272,42.67,3.7534960971999087,0.0037638202775818197,0.0037567548292098962
2017-03-21,42.51,43.8,41.68,42.67,484366.03,3.7534960971999087,0.0037567548292098962,-0.06443598482864177,0.8884421472880337,0.125834489525405,0.6877714518258826,3.5816770148189527,3.261709376542717,2.8137606636454864,2344.02001953125,7.759622691416084,-0.012485594590102345,-0.009100845609211206,-0.009071223592846955,0.005169105377184546,-0.010342941616372059,7.770708070617767,7.771347903739304,7.751748088094787,1246.0999755859375,7.127773933356443,0.010081950338284962,0.03611499608481061,0.006925438913597759,0.007990741855487189,0.02519229653410182,7.102575661186255,7.112484821055226,7.105526218954152,99.80999755859376,4.603268354237957,-0.005993486124947545,-0.018758918809105296,-0.015508862250975142,0.004024993231704296,-0.019839952901122615,4.614876111526675,4.617311429065007,4.614040701486473,0.0037638202775818197,41.65,3.7293013686128518,-0.02390438247011961,-0.024194728587056957
2017-03-22,42.67,42.94,38.56,41.65,608057.78,3.7293013686128518,-0.024194728587056957,-0.0657382813294749,0.7806607025927113,0.12637571759079205,0.5804189155651862,3.639718906375471,3.3007424116723527,2.841016722642989,2348.449951171875,7.761510794263547,0.0018881028474631023,-0.015552621886434359,-0.006100334598579948,0.005192704978565972,-0.006168010804844748,7.77009126953728,7.771042887009374,7.752437296610279,1249.300048828125,7.13033871252217,0.0025647791657270602,0.04017856722813118,0.013944568428705395,0.007922650883875658,0.03320351237863228,7.105896012424118,7.113182049476663,7.106608364625514,99.68000030517578,4.6019650581006974,-0.0013032961372596574,-0.010577861011421774,-0.016417477429741645,0.004025597109750654,-0.02369379132484184,4.61250673239419,4.6164905551935185,4.613594276525,-0.02390438247011961,43.2,3.765840495250065,0.03721488595438194,0.03653912663721304
2017-03-23,41.65,44.26,40.59,43.2,563076.3,3.765840495250065,0.03653912663721304,0.23947997063390325,0.7964521970356757,0.12630477196247988,0.4176923346777248,3.681488139843244,3.340565021524136,2.8690223347048818,2345.9599609375,7.760449962118717,-0.001060832144830215,-0.014985419232081298,-0.007580065714669182,0.005192389358141255,-0.008028418562441075,7.769288427681038,7.77066388372364,7.753105288482877,1246.9000244140625,7.1284157695823485,-0.001922942939821759,0.01649590588380434,-0.0026430088591116174,0.007220653954779641,0.03634091083914104,7.109530103508033,7.113049899033706,7.107640226439868,99.76000213623048,4.602767322785478,0.0008022646847809511,-0.005099191271412451,-0.012848151264623908,0.00401387814706988,-0.02073380490570731,4.61043335190362,4.615848147630287,4.613148205607994,0.03721488595438194,53.19,3.9738704087542263,0.23124999999999996,0.20802991350416145
2017-03-24,43.2,53.74,42.77,53.19,1528088.17,3.9738704087542263,0.20802991350416145,0.20988348215348474,1.0501713381000668,0.12995298046979772,0.6211632362525048,3.743604463468494,3.3930735884291394,2.90094589157035,2343.97998046875,7.759605609904778,-0.0008443522139387483,-0.014514592181788188,-0.009916668160639297,0.005174325341387342,-0.012136110482238394,7.768074816632813,7.7701680503156085,7.753699880463414,1248.199951171875,7.129457753381111,0.0010419837987623026,0.014850880157623259,-0.0069459169737102755,0.00711216109909964,0.03879779501082137,7.113409883009115,7.112702603185021,7.108501313307694,99.62999725341795,4.6014632964889435,-0.0013040262965349214,-0.006702428905245306,-0.014547876450794028,0.004008732303007419,-0.01612940949770536,4.608820410953849,4.615120753807748,4.61272119935443,0.23124999999999996,50.74,3.9267145541711357,-0.04606128971611201,-0.04715585458309057
2017-03-25,53.12,55.7,48.48,50.74,2259345.67,3.9267145541711357,-0.04715585458309057,0.17697521180043685,0.9707631506289891,0.13180431356427028,0.36623681486172366,3.780228144954666,3.4416117459605893,2.9316133935285222,2343.97998046875,7.759605609904778,-0.0008443522139387483,-0.014514592181788188,-0.009916668160639297,0.005174325341387342,-0.012136110482238394,7.768074816632813,7.7701680503156085,7.753699880463414,1248.199951171875,7.129457753381111,0.0010419837987623026,0.014850880157623259,-0.0069459169737102755,0.00711216109909964,0.03879779501082137,7.113409883009115,7.112702603185021,7.108501313307694,99.62999725341795,4.6014632964889435,-0.0013040262965349214,-0.006702428905245306,-0.014547876450794028,0.004008732303007419,-0.01612940949770536,4.608820410953849,4.615120753807748,4.61272119935443,-0.04606128971611201,50.59,3.923753928303845,-0.002956247536460399,-0.0029606258672907337
2017-03-26,50.74,52.66,46.76,50.59,1337177.59,3.923753928303845,-0.0029606258672907337,0.17025783110393622,0.9406004369567142,0.1322331616510049,0.10582184627529445,3.7908103295821958,3.4886417678084243,2.9615570506390982,2343.97998046875,7.759605609904778,-0.0008443522139387483,-0.014514592181788188,-0.009916668160639297,0.005174325341387342,-0.012136110482238394,7.768074816632813,7.7701680503156085,7.753699880463414,1248.199951171875,7.129457753381111,0.0010419837987623026,0.014850880157623259,-0.0069459169737102755,0.00711216109909964,0.03879779501082137,7.113409883009115,7.112702603185021,7.108501313307694,99.62999725341795,4.6014632964889435,-0.0013040262965349214,-0.006702428905245306,-0.014547876450794028,0.004008732303007419,-0.01612940949770536,4.608820410953849,4.615120753807748,4.61272119935443,-0.002956247536460399,49.04,3.892636291627956,-0.030638466100019857,-0.03111763667588896
2017-03-27,50.59,55.76,47.66,49.04,1198138.72,3.892636291627956,-0.03111763667588896,0.16333492301510422,0.9529454089575897,0.1318166773653129,0.09759664168562932,3.8005699937507593,3.536289038256304,2.991002413898649,2341.590087890625,7.758585502318932,-0.0010201075858455866,-0.013522783687253792,-0.011954241014218603,0.005163008187841797,-0.013522783687253792,7.766722538264088,7.769570338264897,7.754317012540107,1255.4000244140625,7.135209545330669,0.005751791949558438,0.017517562312511004,-0.0015918500345968312,0.007241272019480457,0.04313468658746178,7.11772335166786,7.112623010683291,7.10942230883276,99.16999816894533,4.5968355307342375,-0.004627765754706026,-0.012426309628667198,-0.019571260020916803,0.004091189415342145,-0.022040275218014216,4.606616383432048,4.614142190806702,4.612286312812265,-0.030638466100019857,50.36,3.9191972091761462,0.026916802610114088,0.026560917548190233
