open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base,taker_quote,ignore
2020-10-10 00:00:00+00:00,365.21,378.13,364.39,370.24,1075.27541,2020-10-10 23:59:59.999000+00:00,400934.8398407,595,582.21637,217285.9398965,0
2020-10-11 00:00:00+00:00,370.81,377.43,369.0,373.28,494.563,2020-10-11 23:59:59.999000+00:00,184466.6160886,320,264.63416,98677.2753284,0
2020-10-12 00:00:00+00:00,373.86,394.41,366.03,386.62,1073.40111,2020-10-12 23:59:59.999000+00:00,411071.8780066,801,420.7932,161491.0778937,0
2020-10-13 00:00:00+00:00,386.66,387.45,374.98,380.86,772.50366,2020-10-13 23:59:59.999000+00:00,294082.5361627,573,374.93879,142772.0448389,0
2020-10-14 00:00:00+00:00,381.25,387.14,373.67,379.45,1276.36779,2020-10-14 23:59:59.999000+00:00,480055.0299797,731,1089.36835,409396.0659726,0
2020-10-15 00:00:00+00:00,378.73,380.91,370.01,376.86,709.99084,2020-10-15 23:59:59.999000+00:00,267144.0894623,622,409.15523,153946.3309866,0
2020-10-16 00:00:00+00:00,377.48,380.01,360.84,365.27,2693.94458,2020-10-16 23:59:59.999000+00:00,1000109.9495346,1592,1319.84644,483020.5915911,0
2020-10-17 00:00:00+00:00,365.45,370.0,363.55,368.66,379.08219,2020-10-17 23:59:59.999000+00:00,139432.1791029,248,220.11854,81020.8806721,0
2020-10-18 00:00:00+00:00,367.96,378.55,367.4,378.55,1312.27231,2020-10-18 23:59:59.999000+00:00,491968.5022122,728,218.94186,81940.7209234,0
2020-10-19 00:00:00+00:00,378.6,383.82,373.23,379.05,549.16663,2020-10-19 23:59:59.999000+00:00,208223.8701603,338,310.1949,117964.7455793,0
2020-10-20 00:00:00+00:00,378.37,380.43,365.87,368.27,1605.45805,2020-10-20 23:59:59.999000+00:00,594342.7026508,766,1233.93388,456595.2909539,0
2020-10-21 00:00:00+00:00,368.7,400.8,367.88,391.34,2774.94396,2020-10-21 23:59:59.999000+00:00,1070515.1341115,1851,851.52351,330583.1673248,0
2020-10-22 00:00:00+00:00,391.83,420.25,391.76,414.29,1193.68268,2020-10-22 23:59:59.999000+00:00,486075.3510746,1139,515.57163,209695.6853109,0
2020-10-23 00:00:00+00:00,412.19,419.37,401.8,408.13,780.8141,2020-10-23 23:59:59.999000+00:00,321845.2773466,609,276.67217,114322.6444904,0
2020-10-24 00:00:00+00:00,409.55,416.24,407.51,412.17,457.11073,2020-10-24 23:59:59.999000+00:00,188089.7167775,460,220.49833,90957.4101986,0
2020-10-25 00:00:00+00:00,411.77,417.17,402.0,405.98,716.34889,2020-10-25 23:59:59.999000+00:00,292432.9268411,535,319.38139,130766.9051271,0
2020-10-26 00:00:00+00:00,405.78,411.15,382.62,393.39,1770.98367,2020-10-26 23:59:59.999000+00:00,710851.0475293,1187,1323.69845,532596.6543601,0
2020-10-27 00:00:00+00:00,392.46,409.91,390.59,403.3,1432.91187,2020-10-27 23:59:59.999000+00:00,579235.5693124,848,327.60469,131847.4861967,0
